Time (s),Illuminance (lx)
1.6226222331813164e+18,37.40000153
1.62262223338132e+18,37.40000153
1.622622233581312e+18,37.70000076
1.622622233781318e+18,37.29999924
1.6226222339813207e+18,37.29999924
1.6226222341813238e+18,37.29999924
1.6226222343813048e+18,35.5
1.6226222345813174e+18,37.20000076
1.6226222347813204e+18,37.40000153
1.6226222349813215e+18,37.70000076
1.6226222351812987e+18,37.90000153
1.6226222353813166e+18,37.79999924
1.6226222355813194e+18,37.59999847
1.6226222357813212e+18,39.09999847
1.622622235981303e+18,40.5
1.6226222361813169e+18,44.20000076
1.622622236381321e+18,49.5
1.6226222365813228e+18,124.0
1.6226222367813071e+18,222.6999969
