"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.910615268E0,3.550780296E0,1.723325014E0,-1.529780746E0
1.915665060E0,3.634936094E0,2.004022121E0,-1.628317595E0
1.920714851E0,3.672220230E0,2.236249685E0,-1.659210324E0
1.925764591E0,3.616293907E0,2.359287500E0,-1.625654578E0
1.930880476E0,3.374479055E0,2.311883211E0,-1.546824932E0
1.935930216E0,2.780594826E0,2.092438936E0,-1.437102914E0
1.940980008E0,1.835706234E0,1.742499828E0,-1.274650097E0
1.946029799E0,9.025354385E-1,1.377647042E0,-1.015791178E0
1.951079539E0,2.548551261E-1,1.199748158E0,-6.956794858E-1
1.956129331E0,-2.303723842E-1,1.225314379E0,-3.894162476E-1
1.961225945E0,-7.970924973E-1,1.290295482E0,-1.204371899E-1
1.966275685E0,-1.568875909E0,1.303078771E0,3.881970048E-2
1.971325476E0,-2.441327095E0,1.278577566E0,5.160286650E-2
1.976375268E0,-3.218969345E0,1.198150277E0,-4.373821989E-2
1.981425060E0,-3.900205374E0,9.824343324E-1,-1.497319490E-1
1.986474799E0,-4.485567570E0,7.454131246E-1,-1.673087925E-1
1.991572456E0,-4.657074928E0,1.084167004E0,-6.930454075E-2
1.996622247E0,-3.651998997E0,2.537186384E0,2.731776536E-1
2.001671987E0,-1.481524348E0,3.725487947E0,9.853063226E-1
2.006721779E0,2.825519741E-1,3.013359308E0,1.664944530E0
2.011771570E0,9.240245074E-2,1.239162803E0,1.609018207E0
