"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.618690509E1,-3.708142996E0,2.583473969E1,3.508740997E1
5.619690509E1,-2.937873602E0,2.467408371E1,3.558429718E1
5.620690509E1,-1.401252508E0,2.472059250E1,3.716962433E1
5.621690509E1,-2.324241400E0,2.456149673E1,3.730327606E1
5.622690509E1,-1.705775261E0,2.366090012E1,3.562667847E1
5.623690509E1,-2.169370890E0,2.368169403E1,3.747208405E1
5.624690509E1,-2.167613029E0,2.264519501E1,3.717459869E1
5.625690509E1,-2.324104071E0,2.383603287E1,3.808550262E1
5.626690509E1,-2.013026237E0,2.234808350E1,3.687236023E1
5.627690509E1,-1.551581860E0,2.177702713E1,3.766426849E1
5.628690509E1,-2.320139647E0,2.030979156E1,3.890026093E1
5.629690509E1,-6.260389090E-1,1.944176102E1,3.833338928E1
5.630690509E1,-2.320753098E0,1.988378525E1,3.998853302E1
5.631690509E1,-1.547535419E0,1.781551361E1,3.894835663E1
5.632690509E1,-1.399394035E0,1.948567581E1,4.202799225E1
5.633690509E1,-3.087461710E0,1.781301498E1,4.030296326E1
5.634690509E1,-3.706852674E0,1.901537704E1,4.244033813E1
5.635690509E1,-2.778919935E0,1.780610275E1,3.953689575E1
5.636690509E1,-5.240305901E0,1.690051270E1,4.056951141E1
5.637690509E1,-4.781022072E0,1.766077423E1,4.165548706E1
5.638690509E1,-4.318534851E0,1.707582474E1,4.151899719E1
5.639690509E1,-4.319422722E0,1.810073471E1,4.104280853E1
5.640690509E1,-3.702641249E0,1.693312073E1,4.122644043E1
5.641690509E1,-5.395131111E0,1.662188339E1,4.180699921E1
5.642690509E1,-3.548695326E0,1.635508347E1,4.185601807E1
5.643690509E1,-4.624275208E0,1.603234100E1,4.105918121E1
5.644690509E1,-6.164256096E0,1.632003021E1,4.210089874E1
5.645690509E1,-4.778348923E0,1.545426941E1,4.199063110E1
5.646690509E1,-5.701997757E0,1.602758026E1,4.180625153E1
