"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.847036917E0,-2.885033607E0,-2.743345261E0,-5.607855797E0
3.856988917E0,-3.234396696E0,-3.173147678E0,-5.424158096E0
3.866941917E0,-3.210755348E0,-3.313305140E0,-5.128164768E0
3.876894917E0,-2.915793657E0,-3.207792282E0,-4.710438728E0
3.886847917E0,-2.458279848E0,-2.862826824E0,-4.186052799E0
3.896800917E0,-1.929518104E0,-2.372072458E0,-3.607158899E0
3.906753917E0,-1.382076025E0,-1.816498280E0,-3.017378807E0
3.916706917E0,-8.596987724E-1,-1.218026876E0,-2.430821419E0
3.926659917E0,-4.106604457E-1,-6.624389887E-1,-1.870188594E0
3.936612917E0,-7.836399972E-2,-2.411231697E-1,-1.352494240E0
3.946565917E0,1.172238216E-1,-9.089878760E-3,-8.411021829E-1
3.956518917E0,1.845157743E-1,7.102493197E-2,-3.848347664E-1
3.966471917E0,1.471185535E-1,-4.992710054E-2,-2.989717294E-3
3.976424917E0,4.761486128E-2,-3.732753396E-1,2.828425467E-1
3.986377917E0,-1.052434817E-1,-7.966444492E-1,4.590835571E-1
3.996330917E0,-2.896969318E-1,-1.211564898E0,5.426966548E-1
4.006283917E0,-4.714584649E-1,-1.552833080E0,5.819668770E-1
4.016236917E0,-6.350740194E-1,-1.809455037E0,6.091604233E-1
4.026189917E0,-7.633718252E-1,-1.986507416E0,6.647722721E-1
4.036142917E0,-8.712183833E-1,-2.092879295E0,7.791560888E-1
4.046095917E0,-9.547882676E-1,-2.121688843E0,9.532472491E-1
4.056048917E0,-1.021791339E0,-2.044120789E0,1.142123222E0
4.066001917E0,-1.081115365E0,-1.892364979E0,1.293880224E0
4.075954917E0,-1.120344758E0,-1.760054111E0,1.350525737E0
4.085907917E0,-1.149210334E0,-1.661159873E0,1.326844811E0
4.095860917E0,-1.170461655E0,-1.533172607E0,1.242513418E0
4.105813917E0,-1.183736563E0,-1.398424029E0,1.121365905E0
4.115766917E0,-1.180311561E0,-1.272103667E0,9.767059684E-1
4.125719917E0,-1.174202800E0,-1.202425361E0,8.118413687E-1
4.135672917E0,-1.158507228E0,-1.155046463E0,6.804631352E-1
4.145625917E0,-1.148317218E0,-1.053573966E0,6.118082404E-1
4.155578917E0,-1.141283870E0,-9.691004157E-1,5.833619237E-1
4.165531917E0,-1.119172812E0,-9.770097136E-1,5.019045472E-1
4.175484917E0,-1.105209589E0,-1.008248925E0,3.508135676E-1
4.185437917E0,-1.090764523E0,-1.001400352E0,1.557848454E-1
4.195390917E0,-1.073293924E0,-9.397354722E-1,-3.569883481E-2
4.205343917E0,-1.069507718E0,-8.243863583E-1,-2.042415738E-1
4.215296917E0,-1.065223217E0,-6.899015307E-1,-3.592109084E-1
4.225249917E0,-1.069402099E0,-4.967527092E-1,-4.545628130E-1
4.235202917E0,-1.079554081E0,-1.796674281E-1,-4.703281820E-1
4.245155917E0,-1.081021786E0,1.592606902E-1,-3.751128912E-1
4.255108917E0,-1.087208033E0,4.352073073E-1,-2.193355560E-1
4.265061917E0,-1.128669620E0,5.395515561E-1,-5.229153112E-2
4.275014917E0,-1.265897989E0,4.479939342E-1,9.394077212E-2
4.284967917E0,-1.505247116E0,1.647886187E-1,2.034223378E-1
4.294920917E0,-1.822022676E0,-1.861787289E-1,2.950856686E-1
4.304873917E0,-2.117475510E0,-5.876824856E-1,3.878680766E-1
4.314826917E0,-2.284610033E0,-1.022704482E0,4.968643188E-1
4.324779917E0,-2.236645460E0,-1.452536345E0,5.974387527E-1
4.334732917E0,-1.960144758E0,-1.686081767E0,7.116742730E-1
4.344685917E0,-1.504773378E0,-1.602939963E0,8.622660041E-1
4.354638917E0,-9.568881392E-1,-1.352090240E0,1.067556858E0
4.364591917E0,-3.914345503E-1,-1.019644499E0,1.337357759E0
4.374544917E0,1.446163654E-1,-6.387119889E-1,1.648661852E0
4.384497917E0,6.126918793E-1,-2.468383461E-1,1.963984847E0
4.394450917E0,9.713730812E-1,1.847881675E-1,2.234098911E0
4.404403917E0,1.182582140E0,6.513109803E-1,2.400763988E0
4.414356917E0,1.238391280E0,9.926587343E-1,2.458918095E0
4.424309917E0,1.167673945E0,1.134937763E0,2.471476555E0
4.434262917E0,1.031072617E0,1.171205521E0,2.494745731E0
4.444215917E0,8.649778366E-1,1.096096516E0,2.548944712E0
4.454168917E0,7.069740891E-1,9.367885590E-1,2.628317833E0
4.464121917E0,5.900402069E-1,7.351208925E-1,2.689247370E0
4.474074917E0,5.454335809E-1,5.643702149E-1,2.729806185E0
4.484027917E0,5.545327067E-1,4.701229334E-1,2.740531921E0
4.493980917E0,6.076715589E-1,4.168301523E-1,2.725698709E0
4.503933917E0,6.848952770E-1,3.934040368E-1,2.702785015E0
4.513886917E0,7.858309150E-1,3.894154131E-1,2.686551094E0
4.523839917E0,9.195707440E-1,3.789228797E-1,2.671609402E0
4.533792917E0,1.080929995E0,3.361916542E-1,2.652509451E0
4.543745917E0,1.270890594E0,2.835417688E-1,2.647003174E0
4.553698917E0,1.474003077E0,2.274052650E-1,2.669948578E0
4.563651917E0,1.647873044E0,1.889092475E-1,2.704789639E0
4.573604917E0,1.774342060E0,1.463796198E-1,2.749642849E0
4.583557917E0,1.829887867E0,8.232607692E-2,2.798835516E0
4.593509583E0,1.838936806E0,-2.660034224E-4,2.853828669E0
4.603462583E0,1.827064395E0,-1.001197994E-1,2.913159132E0
4.613415583E0,1.807990789E0,-2.226851285E-1,2.977654457E0
4.623368583E0,1.794682860E0,-3.788091838E-1,3.028726339E0
4.633321583E0,1.768075705E0,-5.381882191E-1,3.032419682E0
4.643274583E0,1.717648506E0,-6.738119721E-1,2.982811451E0
4.653227583E0,1.636879921E0,-7.695571184E-1,2.888500929E0
4.663180583E0,1.530136824E0,-8.484923840E-1,2.740967274E0
4.673133583E0,1.394248724E0,-9.012589455E-1,2.531016111E0
4.683086583E0,1.239081860E0,-9.237697721E-1,2.310295582E0
4.693039583E0,1.057602644E0,-9.009198546E-1,2.077037334E0
4.702992583E0,8.436558247E-1,-8.315204978E-1,1.794407368E0
4.712945583E0,5.946409702E-1,-7.242286801E-1,1.455930233E0
4.722898583E0,3.059252799E-1,-5.903327465E-1,1.071419239E0
4.732851583E0,1.207129750E-2,-4.879581928E-1,6.467561126E-1
4.742804583E0,-2.723689675E-1,-4.282219112E-1,1.992034018E-1
4.752757583E0,-5.221481323E-1,-3.523604274E-1,-2.621469200E-1
4.762710583E0,-7.173308730E-1,-2.669428587E-1,-7.194948792E-1
4.772663583E0,-8.411055207E-1,-1.717524379E-1,-1.153725028E0
4.782616583E0,-8.813986182E-1,-3.841153532E-2,-1.542467594E0
4.792569583E0,-8.443700671E-1,1.692106426E-1,-1.880546093E0
4.802522583E0,-7.431058288E-1,4.666662812E-1,-2.151117802E0
4.812475583E0,-5.871279240E-1,7.665389776E-1,-2.336790323E0
4.822428583E0,-4.341663718E-1,9.750241637E-1,-2.496638536E0
4.832381583E0,-3.540861607E-1,1.092993140E0,-2.669244051E0
4.842334583E0,-3.819662035E-1,1.056100249E0,-2.891387939E0
4.852287583E0,-4.827745557E-1,9.540742636E-1,-3.173671484E0
4.862240583E0,-5.622316599E-1,8.082873821E-1,-3.458239317E0
4.872193583E0,-5.541670322E-1,6.256525517E-1,-3.663797379E0
4.882146583E0,-4.442009032E-1,4.276490808E-1,-3.731215954E0
4.892099583E0,-2.694232166E-1,2.894065082E-1,-3.652017355E0
4.902052583E0,-7.550302148E-2,2.431442142E-1,-3.481876373E0
4.912005583E0,3.057920188E-2,2.340079695E-1,-3.273322344E0
4.921958583E0,-4.790557548E-2,2.679007053E-1,-3.117936611E0
4.931911583E0,-3.063025177E-1,3.427025080E-1,-3.082708120E0
4.941864583E0,-6.573383808E-1,4.204497635E-1,-3.140810251E0
4.951817583E0,-1.006063104E0,4.356377721E-1,-3.232350826E0
4.961770583E0,-1.291773915E0,3.333702385E-1,-3.309481621E0
4.971723583E0,-1.493662238E0,1.796507388E-1,-3.336479664E0
4.981676583E0,-1.604060769E0,4.536213726E-2,-3.278788567E0
4.991629583E0,-1.631912589E0,-1.293766499E-1,-3.091121197E0
5.001582583E0,-1.582477927E0,-3.335205615E-1,-2.762943745E0
5.011535583E0,-1.461866260E0,-5.074098110E-1,-2.346189260E0
5.021488583E0,-1.308907747E0,-5.918286443E-1,-1.905059814E0
5.031441583E0,-1.157002330E0,-5.847049356E-1,-1.465520263E0
5.041394583E0,-1.034962177E0,-5.052055120E-1,-1.049711585E0
5.051347583E0,-9.628534913E-1,-3.446041346E-1,-6.668164134E-1
5.061300583E0,-9.238748550E-1,-1.312365830E-1,-2.976420224E-1
5.071253583E0,-9.277366996E-1,1.042667478E-1,3.506589681E-2
5.081206583E0,-9.495040178E-1,2.941161990E-1,2.969856262E-1
5.091159583E0,-9.945090413E-1,3.859028220E-1,4.535416961E-1
5.101112583E0,-1.070973277E0,3.677772284E-1,4.981455505E-1
5.111065583E0,-1.166853786E0,3.040246069E-1,4.602487683E-1
5.121018583E0,-1.282876611E0,1.712308675E-1,3.608730137E-1
5.130971583E0,-1.411024809E0,-6.977136433E-2,2.108523697E-1
5.140924583E0,-1.534879684E0,-3.464465141E-1,6.018546224E-2
5.150877583E0,-1.618863583E0,-6.130478382E-1,-6.795732677E-2
5.160830583E0,-1.648992062E0,-8.824742436E-1,-1.884733438E-1
5.170783583E0,-1.639340162E0,-1.110953689E0,-2.922692597E-1
5.180736583E0,-1.631702304E0,-1.278507113E0,-3.956764340E-1
5.190689583E0,-1.618326902E0,-1.395007730E0,-5.134094954E-1
5.200642583E0,-1.575509548E0,-1.422755241E0,-6.283136010E-1
5.210595583E0,-1.475359201E0,-1.320137262E0,-7.730351090E-1
5.220548583E0,-1.301855683E0,-1.092847228E0,-9.646694064E-1
5.230501583E0,-1.057324290E0,-7.909560204E-1,-1.172078490E0
5.240454583E0,-7.664077282E-1,-4.716061354E-1,-1.311432362E0
5.250407583E0,-4.858628511E-1,-1.688587964E-1,-1.328788161E0
5.260360583E0,-2.733231783E-1,5.517108738E-2,-1.219862223E0
5.270313583E0,-1.936714947E-1,1.878995895E-1,-1.021147490E0
5.280266583E0,-2.733145654E-1,2.371903062E-1,-8.092681766E-1
5.290219583E0,-4.792546630E-1,1.875907928E-1,-6.340540051E-1
5.300172583E0,-7.767959833E-1,4.447200149E-2,-5.160980225E-1
5.310125583E0,-1.108662844E0,-1.646175683E-1,-4.270065129E-1
5.320078583E0,-1.412330508E0,-3.581576347E-1,-3.453123271E-1
5.330031583E0,-1.629181385E0,-5.006735325E-1,-2.853019834E-1
5.339984583E0,-1.694011569E0,-6.211584806E-1,-2.119125426E-1
5.349937583E0,-1.558047414E0,-6.869007945E-1,-1.119728982E-1
5.359890583E0,-1.232176781E0,-6.418335438E-1,3.337973729E-2
5.369843583E0,-7.641404867E-1,-5.153136849E-1,2.366793305E-1
5.379796583E0,-2.054450363E-1,-3.578079343E-1,4.955426753E-1
5.389750583E0,3.802365363E-1,-1.401632279E-1,7.983872890E-1
5.399703583E0,9.281186461E-1,1.549379081E-1,1.110469341E0
5.409656583E0,1.397739410E0,5.060594082E-1,1.417862535E0
5.419609583E0,1.765417099E0,9.020909071E-1,1.678766608E0
5.429562583E0,1.983442903E0,1.305602193E0,1.850570679E0
5.439515583E0,2.019757748E0,1.615705848E0,1.939793706E0
5.449468583E0,1.905959368E0,1.789072514E0,1.977833509E0
5.459421583E0,1.670106411E0,1.828168392E0,1.990798473E0
5.469374583E0,1.348157406E0,1.705564141E0,2.006626368E0
5.479327583E0,9.872452021E-1,1.408291578E0,2.069039345E0
5.489280583E0,6.335231066E-1,9.644431472E-1,2.161524773E0
5.499233583E0,3.245152831E-1,4.500036240E-1,2.254553318E0
5.509186583E0,7.232378423E-2,-2.786361799E-2,2.316012383E0
5.519139583E0,-1.009956226E-1,-4.124444723E-1,2.348419905E0
5.529092583E0,-1.826276481E-1,-7.166176438E-1,2.353325129E0
5.539045583E0,-1.963705122E-1,-9.275979400E-1,2.375654697E0
5.548998583E0,-1.552473158E-1,-1.032052517E0,2.418151140E0
5.558951583E0,-8.390817791E-2,-1.069627404E0,2.473323107E0
5.568904583E0,1.816519722E-2,-1.051292896E0,2.523386955E0
5.578857583E0,1.514954865E-1,-1.001224875E0,2.557469368E0
5.588810583E0,3.071306348E-1,-9.200525284E-1,2.567903757E0
5.598764292E0,4.906093478E-1,-8.120104074E-1,2.553492785E0
5.608717292E0,6.924015880E-1,-6.956044436E-1,2.521316767E0
5.618670292E0,9.024507999E-1,-5.727866292E-1,2.466936588E0
5.628623292E0,1.098876834E0,-4.691304862E-1,2.400062799E0
5.638576292E0,1.271095395E0,-3.681198657E-1,2.325930834E0
5.648529292E0,1.407561064E0,-2.344797701E-1,2.237295866E0
5.658482292E0,1.517901063E0,-9.445410967E-2,2.132131338E0
5.668435292E0,1.623786449E0,4.204514623E-2,2.016357422E0
5.678388292E0,1.728913069E0,1.549103260E-1,1.915432334E0
5.688341292E0,1.843791008E0,2.250025868E-1,1.826525092E0
5.698294292E0,1.953351855E0,2.644393742E-1,1.737293601E0
5.708247292E0,2.051778555E0,2.447695136E-1,1.622193456E0
5.718200292E0,2.117050171E0,1.819511354E-1,1.464140177E0
5.728154292E0,2.139420986E0,1.101754680E-1,1.264271617E0
5.738107292E0,2.103320122E0,5.189791694E-2,1.028699756E0
5.748060292E0,1.997177839E0,-1.090581343E-2,7.705712914E-1
5.758013292E0,1.818275928E0,-8.020818233E-2,4.999016225E-1
5.767966292E0,1.549320102E0,-1.670807600E-1,2.180739343E-1
5.777919292E0,1.190812230E0,-2.333841622E-1,-8.983066678E-2
5.787872292E0,7.740018964E-1,-2.959239781E-1,-4.351356030E-1
5.797825292E0,3.402874172E-1,-3.391619921E-1,-8.033871055E-1
5.807778292E0,-7.903179526E-2,-3.520967066E-1,-1.190196872E0
5.817731292E0,-4.555115700E-1,-3.305965960E-1,-1.572537065E0
5.827684292E0,-7.462829351E-1,-2.733205259E-1,-1.928895712E0
5.837637292E0,-9.262143373E-1,-1.316755116E-1,-2.238986015E0
5.847590292E0,-9.775345325E-1,6.842109561E-2,-2.478802919E0
5.857543292E0,-9.195646048E-1,2.450460643E-1,-2.623108149E0
5.867496292E0,-7.965604067E-1,3.642036021E-1,-2.701867342E0
5.877449292E0,-6.517322063E-1,5.108164549E-1,-2.796288252E0
5.887402292E0,-4.941689670E-1,6.905100942E-1,-2.937544823E0
5.897355292E0,-3.161403835E-1,8.658181429E-1,-3.102586746E0
5.907308292E0,-1.213277504E-1,9.924280047E-1,-3.237748384E0
5.917261292E0,8.238828927E-2,1.058942676E0,-3.306235313E0
5.927214292E0,2.704192102E-1,1.127619028E0,-3.276520491E0
5.937167292E0,4.323838353E-1,1.194529414E0,-3.129022837E0
5.947120292E0,5.648362041E-1,1.254032612E0,-2.907731295E0
5.957073292E0,6.548874974E-1,1.265843511E0,-2.686385632E0
5.967026292E0,6.805419922E-1,1.178868890E0,-2.503073215E0
5.976979292E0,6.353996396E-1,1.016920805E0,-2.351389170E0
5.986932292E0,5.022937655E-1,7.989221811E-1,-2.243124247E0
5.996885292E0,2.901001573E-1,5.393576026E-1,-2.167449713E0
6.006839292E0,2.327724732E-2,2.338088602E-1,-2.093845844E0
6.016792292E0,-2.733955681E-1,-1.139460504E-1,-2.003754377E0
6.026745292E0,-5.849131942E-1,-4.539038837E-1,-1.884957314E0
6.036698292E0,-8.595281243E-1,-7.549583912E-1,-1.743424058E0
6.046651292E0,-1.057009459E0,-9.893149734E-1,-1.582093239E0
6.056604292E0,-1.153499126E0,-1.172287583E0,-1.421573997E0
6.066557292E0,-1.173968434E0,-1.293260336E0,-1.280638218E0
6.076510292E0,-1.135924697E0,-1.345837593E0,-1.140434265E0
6.086463292E0,-1.057837605E0,-1.326492548E0,-9.916085005E-1
6.096416292E0,-9.506874681E-1,-1.257960439E0,-8.408268094E-1
6.106369292E0,-8.193587065E-1,-1.144646883E0,-7.092216611E-1
6.116322292E0,-6.633955836E-1,-1.017344236E0,-6.019641757E-1
6.126275292E0,-4.802582562E-1,-8.724395037E-1,-4.925250113E-1
6.136228292E0,-2.714373767E-1,-7.374109626E-1,-3.551362753E-1
6.146181292E0,-1.106663495E-1,-6.631250381E-1,-1.984765977E-1
6.156134292E0,-8.218248188E-2,-6.757168770E-1,-5.304806307E-2
6.166087292E0,-2.523760498E-1,-7.311995625E-1,5.388397723E-2
6.176040292E0,-6.042543054E-1,-8.676194549E-1,7.002262771E-2
6.185993292E0,-1.033550978E0,-1.051724315E0,1.517604454E-3
6.195946292E0,-1.398134470E0,-1.189405680E0,-1.234177426E-1
6.205899292E0,-1.601436734E0,-1.249228835E0,-2.528875768E-1
6.215852292E0,-1.639682651E0,-1.222893953E0,-3.346834779E-1
6.225805292E0,-1.556930304E0,-1.119824529E0,-3.355580568E-1
6.235758292E0,-1.407074094E0,-1.020216346E0,-2.653235197E-1
6.245712292E0,-1.238554835E0,-9.051173925E-1,-1.607832462E-1
6.255665292E0,-1.083185554E0,-7.705705166E-1,-5.593389273E-2
6.265618292E0,-9.346690178E-1,-6.148451567E-1,2.551516145E-2
6.275571292E0,-7.947578430E-1,-4.898091555E-1,6.527031958E-2
6.285524292E0,-6.594471335E-1,-4.236935377E-1,5.385174602E-2
6.295477292E0,-5.474628210E-1,-3.790030181E-1,3.883328289E-2
6.305430292E0,-4.511477351E-1,-3.333598971E-1,2.707755938E-2
6.315383292E0,-3.657581508E-1,-2.992242873E-1,2.904109424E-3
6.325336292E0,-2.666201293E-1,-2.835723460E-1,-1.615932956E-2
6.335289292E0,-1.492151618E-1,-2.713775039E-1,-1.411138754E-2
6.345242292E0,-2.958888933E-2,-2.029891163E-1,5.470036529E-3
6.355195292E0,5.097440630E-2,-8.006305993E-2,4.658071697E-2
6.365148292E0,8.601015806E-2,-9.336424060E-3,8.985441923E-2
6.375101292E0,9.700098634E-2,-5.698277801E-2,1.164836660E-1
6.385054292E0,1.151722670E-1,-1.294569820E-1,1.139424741E-1
6.395007292E0,1.731217355E-1,-1.395337135E-1,8.415547758E-2
6.404960292E0,2.559993267E-1,-5.896003917E-2,6.407897174E-2
6.414913292E0,3.254289925E-1,4.390322417E-2,9.630294889E-2
6.424866292E0,3.846742213E-1,1.603054702E-1,2.230068296E-1
6.434819292E0,4.371168017E-1,3.372734785E-1,4.106758237E-1
6.444772292E0,5.088919401E-1,5.655497909E-1,5.875483155E-1
6.454725292E0,6.083284020E-1,8.227258325E-1,7.099492550E-1
6.464679292E0,7.157259583E-1,1.074950814E0,7.846626639E-1
6.474632292E0,8.172945976E-1,1.283970118E0,8.239966631E-1
6.484585292E0,8.731319904E-1,1.373409748E0,8.506746292E-1
6.494538292E0,8.859711289E-1,1.421128035E0,8.551946878E-1
6.504491292E0,8.709381223E-1,1.363237023E0,9.063036442E-1
6.514444292E0,8.134635091E-1,1.206305504E0,1.019755125E0
6.524397292E0,7.334046364E-1,9.682766795E-1,1.155387521E0
6.534350292E0,6.513805389E-1,6.984831691E-1,1.288439512E0
6.544303292E0,5.888260603E-1,4.018115699E-1,1.429754376E0
6.554256292E0,5.457304716E-1,1.214341000E-1,1.596081257E0
6.564209292E0,5.276015401E-1,-1.125198007E-1,1.771285534E0
6.574162292E0,5.311425924E-1,-2.931481600E-1,1.945238233E0
6.584115292E0,5.410569906E-1,-4.223178625E-1,2.104933977E0
6.594069167E0,5.617387295E-1,-5.109324455E-1,2.246798038E0
6.604022167E0,6.106895208E-1,-5.380386114E-1,2.379322290E0
6.613975167E0,6.943612695E-1,-5.115770698E-1,2.509212971E0
6.623928167E0,8.357005119E-1,-4.820964038E-1,2.656384468E0
6.633881167E0,1.006185412E0,-4.455225170E-1,2.812533855E0
6.643834167E0,1.190695047E0,-3.357605934E-1,2.939671516E0
6.653787167E0,1.343298078E0,-1.765001118E-1,3.016955853E0
6.663741167E0,1.444245934E0,-3.992256150E-2,3.036085129E0
6.673694167E0,1.488011479E0,5.150349066E-2,2.994704485E0
6.683647167E0,1.482155442E0,1.169024631E-1,2.916766405E0
6.693600167E0,1.431008339E0,1.622184217E-1,2.820804358E0
6.703553167E0,1.343737841E0,1.816035658E-1,2.687929630E0
6.713506167E0,1.240813255E0,1.620229483E-1,2.508845091E0
6.723459167E0,1.142087817E0,7.061366737E-2,2.283531666E0
6.733412167E0,1.061412692E0,-4.403741285E-2,2.035271645E0
6.743365167E0,1.011502385E0,-1.507374942E-1,1.769520521E0
6.753318167E0,9.934876561E-1,-2.133265734E-1,1.498702168E0
6.763271167E0,9.886345267E-1,-2.153085023E-1,1.237813830E0
6.773224167E0,9.682460427E-1,-1.774250418E-1,1.011317253E0
6.783177167E0,9.087829590E-1,-1.175001785E-1,8.214187622E-1
6.793130167E0,8.022322059E-1,-5.031834543E-2,6.302213669E-1
6.803083167E0,6.390537024E-1,-3.623013385E-3,4.116477370E-1
6.813036167E0,4.304050207E-1,4.591640085E-3,1.627108306E-1
6.822989167E0,1.961568445E-1,-4.245682806E-2,-1.260373443E-1
6.832942167E0,-3.721249849E-2,-1.290228814E-1,-4.495347440E-1
6.842895167E0,-2.497260869E-1,-2.542462945E-1,-8.168416619E-1
6.852849167E0,-4.140376151E-1,-3.844300210E-1,-1.213584542E0
6.862802167E0,-4.882274270E-1,-4.341326058E-1,-1.613334656E0
6.872755167E0,-4.607155323E-1,-3.530136347E-1,-1.971642137E0
6.882708167E0,-3.505373597E-1,-1.426681131E-1,-2.208067417E0
6.892661167E0,-1.958258450E-1,9.573420137E-2,-2.254669189E0
6.902614167E0,-3.236368299E-2,3.137032986E-1,-2.151657820E0
6.912567167E0,1.406432688E-1,5.089619756E-1,-2.028040886E0
6.922520167E0,3.182052672E-1,7.399762869E-1,-1.985699415E0
6.932473167E0,5.197663903E-1,1.015670657E0,-2.028691530E0
6.942426167E0,7.582674026E-1,1.275930405E0,-2.109892845E0
6.952379167E0,1.011790514E0,1.474610806E0,-2.172014952E0
6.962332167E0,1.240341663E0,1.613023043E0,-2.222217321E0
6.972285167E0,1.386229873E0,1.670670867E0,-2.256134510E0
6.982238167E0,1.422894716E0,1.610167503E0,-2.287213564E0
6.992191167E0,1.319507837E0,1.439117551E0,-2.331238031E0
7.002144167E0,1.100148082E0,1.186853409E0,-2.383036375E0
7.012097167E0,7.999644279E-1,8.676910996E-1,-2.418800592E0
7.022050167E0,4.475642741E-1,5.011805296E-1,-2.427892685E0
7.032004167E0,8.327285945E-2,1.152020395E-1,-2.385603428E0
7.041957167E0,-2.645626068E-1,-2.527501583E-1,-2.285823584E0
7.051910167E0,-5.603484511E-1,-5.467894673E-1,-2.166635990E0
7.061863167E0,-7.628411055E-1,-7.325260639E-1,-2.059441805E0
7.071816167E0,-8.581066728E-1,-8.406586647E-1,-1.979083419E0
7.081769167E0,-8.700219393E-1,-8.787772655E-1,-1.919677615E0
7.091722167E0,-8.071423769E-1,-8.512488604E-1,-1.881227970E0
7.101675167E0,-6.946547031E-1,-7.570651174E-1,-1.846486807E0
7.111628167E0,-5.381141305E-1,-6.395295262E-1,-1.793871880E0
7.121581167E0,-3.241235316E-1,-5.127398968E-1,-1.691017747E0
7.131534167E0,-1.001094505E-1,-4.092080593E-1,-1.540157676E0
7.141487167E0,8.838083595E-2,-3.422159851E-1,-1.331103086E0
7.151440167E0,1.723649204E-1,-2.973053455E-1,-1.080576301E0
7.161393167E0,1.261819750E-1,-2.952398062E-1,-8.296303749E-1
7.171346167E0,-4.575704038E-2,-3.654933572E-1,-6.208310723E-1
7.181299167E0,-3.122537136E-1,-5.057332516E-1,-4.687587023E-1
7.191252167E0,-6.157582402E-1,-7.175092697E-1,-4.025923312E-1
7.201205167E0,-9.059096575E-1,-9.909381866E-1,-4.062461853E-1
7.211159167E0,-1.128949165E0,-1.242695212E0,-4.253019691E-1
7.221112167E0,-1.253484726E0,-1.408789873E0,-4.353876412E-1
7.231065167E0,-1.282796383E0,-1.521636963E0,-4.258854389E-1
7.241018167E0,-1.257429242E0,-1.588141441E0,-4.027279019E-1
7.250971167E0,-1.224725842E0,-1.572255135E0,-3.479283452E-1
7.260924167E0,-1.164337397E0,-1.471681833E0,-2.504579723E-1
7.270877167E0,-1.063980937E0,-1.325001597E0,-1.574694514E-1
7.280830167E0,-9.362170696E-1,-1.130795121E0,-9.781704843E-2
7.290783167E0,-7.977565527E-1,-9.018772244E-1,-8.037579805E-2
7.300736167E0,-6.574454904E-1,-6.828026772E-1,-9.185029566E-2
7.310689167E0,-5.250997543E-1,-4.924559295E-1,-1.184266135E-1
7.320642167E0,-4.115843773E-1,-3.757967055E-1,-1.612198949E-1
7.330595167E0,-3.131090403E-1,-2.904212177E-1,-1.859245151E-1
7.340548167E0,-2.451552749E-1,-1.994423121E-1,-2.002930641E-1
7.350501167E0,-2.097329497E-1,-1.380617768E-1,-1.952030510E-1
7.360454167E0,-2.256506532E-1,-1.186997965E-1,-1.674752831E-1
7.370408167E0,-3.150542676E-1,-1.172036231E-1,-9.795921296E-2
7.380361167E0,-4.518366158E-1,-1.306861490E-1,-8.720151149E-3
7.390314167E0,-6.357818246E-1,-1.494092345E-1,6.874143332E-2
7.400267167E0,-8.521610498E-1,-2.195190936E-1,9.415224940E-2
7.410220167E0,-1.041850090E0,-3.208556771E-1,5.025515333E-2
7.420173167E0,-1.131262302E0,-3.822657764E-1,-4.698298499E-2
7.430126167E0,-1.088047743E0,-3.556195199E-1,-1.342816502E-1
7.440079167E0,-9.332048893E-1,-2.673434615E-1,-1.459090114E-1
7.450032167E0,-7.239415050E-1,-1.337690353E-1,-4.237296805E-2
7.459985167E0,-5.322440267E-1,7.100472227E-3,1.691928208E-1
7.469938167E0,-3.790661693E-1,1.401577294E-1,4.281695187E-1
7.479891167E0,-2.534874678E-1,2.779901326E-1,6.629127860E-1
7.489844167E0,-1.377933174E-1,4.496912062E-1,8.212830424E-1
7.499797167E0,-3.130547702E-2,6.282894611E-1,8.910293579E-1
7.509750167E0,5.834651366E-2,7.760185003E-1,9.272992015E-1
