"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.312295585E0,8.537721634E-1,2.427377850E-1,7.581929862E-2
1.317336783E0,5.799993873E-1,4.493989050E-1,1.152340472E-1
1.322378033E0,4.212750793E-1,4.541925788E-1,1.866067201E-1
1.327419231E0,3.600224257E-1,3.684388399E-1,3.186993599E-1
1.332460481E0,3.616203368E-1,2.011924982E-1,5.051205158E-1
1.337602616E0,3.483045399E-1,-6.299285591E-2,6.686384082E-1
1.342643866E0,2.295276672E-1,-4.448898435E-1,7.171078920E-1
1.347685064E0,-4.830304533E-3,-9.114753008E-1,6.260278821E-1
1.352726314E0,-2.833967209E-1,-1.370603800E0,4.401394129E-1
1.357767512E0,-5.204178095E-1,-1.757294416E0,2.329456657E-1
1.362808762E0,-6.993820667E-1,-2.053437710E0,5.291613191E-2
1.367949179E0,-8.394642472E-1,-2.259566307E0,-1.068733856E-1
1.372990429E0,-9.475884438E-1,-2.394854546E0,-2.565429211E-1
1.378031627E0,-1.012569547E0,-2.496054649E0,-3.763850927E-1
1.383072877E0,-1.034407496E0,-2.565829515E0,-4.498882592E-1
1.388114075E0,-1.008841157E0,-2.595124006E0,-4.823788106E-1
1.393155325E0,-9.337400794E-1,-2.587134600E0,-4.818461835E-1
1.398297616E0,-8.565084338E-1,-2.556774616E0,-4.482903779E-1
1.403338866E0,-8.208221197E-1,-2.463563919E0,-4.088756442E-1
1.408380064E0,-8.298768401E-1,-2.271816730E0,-4.067450762E-1
1.413421314E0,-8.437252641E-1,-1.927203894E0,-4.802482724E-1
1.418462512E0,-7.893968821E-1,-1.368473172E0,-6.139388084E-1
1.423503762E0,-6.349335909E-1,-5.823088288E-1,-7.508251667E-1
1.428683398E0,-4.101631045E-1,3.487314880E-1,-8.616126180E-1
1.433724648E0,-1.395861357E-1,1.202007651E0,-9.292568564E-1
1.438765846E0,2.066245079E-1,1.718660474E0,-9.015600085E-1
1.443807096E0,6.710794568E-1,1.826784611E0,-7.454988360E-1
1.448848294E0,1.224483848E0,1.711203575E0,-4.919661880E-1
1.453889544E0,1.729951382E0,1.696289897E0,-1.851702482E-1
1.458994283E0,2.018105030E0,1.942365766E0,8.647193760E-2
1.464035533E0,1.979223013E0,2.312544823E0,2.318804115E-1
1.469076731E0,1.696395516E0,2.541576385E0,1.887372434E-1
1.474117981E0,1.383740664E0,2.380721569E0,-4.721863940E-2
1.479159179E0,1.124881625E0,1.764999270E0,-3.806461394E-1
1.484200429E0,8.553700447E-1,8.834937811E-1,-6.070145965E-1
1.489339075E0,6.226099133E-1,7.975244522E-2,-5.473598838E-1
1.494380325E0,5.688141584E-1,-3.394287527E-1,-2.203239501E-1
1.499421523E0,7.658878565E-1,-2.648603022E-1,1.956614405E-1
1.504462773E0,1.173883677E0,1.447335333E-1,5.610468388E-1
1.509503971E0,1.744865060E0,6.656473875E-1,7.996658683E-1
1.514545221E0,2.396273613E0,1.194550753E0,9.450743198E-1
1.519690221E0,3.044486284E0,1.727715135E0,1.026566982E0
1.524731471E0,3.635174990E0,2.240106821E0,1.087286949E0
1.529772669E0,4.131055355E0,2.685387135E0,1.168779731E0
1.534813919E0,4.508158207E0,3.006031513E0,1.254000783E0
1.539855116E0,4.728135586E0,3.213225126E0,1.330699682E0
1.544896366E0,4.789387703E0,3.329871416E0,1.381832361E0
1.550037825E0,4.698307991E0,3.392189503E0,1.385028243E0
1.555079023E0,4.445840359E0,3.406037807E0,1.332297564E0
1.560120221E0,4.013875961E0,3.321349382E0,1.212455511E0
1.565161471E0,3.466330767E0,3.086991310E0,1.035089135E0
1.570202669E0,2.870315790E0,2.743976593E0,8.657122254E-1
1.575243919E0,2.305193424E0,2.402027130E0,7.735669017E-1
1.580386679E0,1.873229265E0,2.073925734E0,7.927416563E-1
