"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.455168077E0,-4.308370209E1,-2.940953064E1,-5.302547455E1
3.465168077E0,-4.323797226E1,-2.897196198E1,-5.318914032E1
3.475168077E0,-4.231183243E1,-2.986787415E1,-5.485813141E1
3.485168077E0,-4.231618881E1,-2.792839813E1,-5.333306122E1
3.495168077E0,-4.292853928E1,-3.000377655E1,-5.347902679E1
3.505168077E0,-4.323494339E1,-3.031484985E1,-5.425687408E1
3.515168077E0,-4.261997223E1,-3.015578461E1,-5.408864594E1
3.525168077E0,-4.215990067E1,-2.897183228E1,-5.424568939E1
3.535168077E0,-4.323810959E1,-2.824649811E1,-5.397136688E1
3.545168077E0,-4.246805954E1,-2.824640656E1,-5.472603607E1
3.555168077E0,-4.262124634E1,-2.984938049E1,-5.331839752E1
3.565168077E0,-4.185206604E1,-2.983770752E1,-5.329940033E1
3.575168077E0,-4.154298019E1,-3.086490631E1,-5.327982330E1
3.585168077E0,-4.154439163E1,-2.983303833E1,-5.329180145E1
3.595168077E0,-4.338920975E1,-2.987726593E1,-5.442053986E1
3.605168077E0,-4.154190063E1,-3.015565491E1,-5.514517975E1
3.615168077E0,-4.385293961E1,-2.913101196E1,-5.335735321E1
3.625168077E0,-4.231618881E1,-2.792839813E1,-5.333306122E1
3.635168077E0,-4.231249237E1,-2.913545990E1,-5.517617035E1
3.645168077E0,-4.292713165E1,-3.103564453E1,-5.346704865E1
3.655168077E0,-4.062047577E1,-2.997570801E1,-5.388623810E1
3.665168077E0,-4.216050339E1,-2.852959442E1,-5.425081635E1
3.675168077E0,-4.139080048E1,-2.852487183E1,-5.469602203E1
3.685168077E0,-4.323534393E1,-3.002002716E1,-5.426029205E1
3.695168077E0,-4.169746780E1,-2.926658630E1,-5.469506073E1
3.705168077E0,-4.262002945E1,-2.986559296E1,-5.440154266E1
3.715168077E0,-4.169611359E1,-3.000826263E1,-5.499596405E1
3.725168077E0,-4.093014908E1,-2.951962280E1,-5.266110992E1
3.735168077E0,-4.216022873E1,-2.998052216E1,-5.268636322E1
3.745168077E0,-4.308240509E1,-2.986101532E1,-5.363927460E1
3.755168077E0,-4.246738052E1,-2.999214172E1,-5.315816498E1
3.765168077E0,-4.185004425E1,-3.044356537E1,-5.437569427E1
3.775168077E0,-4.139393234E1,-2.848317719E1,-5.191082001E1
3.785168077E0,-4.108323288E1,-2.982140350E1,-5.297093964E1
3.795168077E0,-4.292827606E1,-2.957313538E1,-5.425783539E1
3.805168077E0,-4.262291336E1,-2.837992096E1,-5.364499664E1
3.815168077E0,-4.431314850E1,-2.958951569E1,-5.398256683E1
3.825168077E0,-4.292862320E1,-2.956850433E1,-5.394837189E1
3.835168077E0,-4.246583557E1,-2.899966431E1,-5.580062103E1
3.845168077E0,-4.231370926E1,-2.911924744E1,-5.409302521E1
3.855168077E0,-4.215949631E1,-2.926663971E1,-5.424225616E1
3.865168077E0,-4.262291336E1,-2.837992096E1,-5.364499664E1
3.875168077E0,-4.216123581E1,-2.924347687E1,-5.269492340E1
3.885168077E0,-4.216123581E1,-2.924347687E1,-5.269492340E1
3.895168077E0,-4.169793701E1,-2.954982758E1,-5.391797638E1
3.905168077E0,-4.169793701E1,-2.954982758E1,-5.391797638E1
3.915168077E0,-4.139381409E1,-2.819532013E1,-5.237844086E1
3.925168077E0,-4.108242798E1,-3.041104889E1,-5.296408844E1
3.935168077E0,-4.323722076E1,-2.927140045E1,-5.349518585E1
3.945168077E0,-4.339209366E1,-2.839159393E1,-5.366399384E1
