"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.840972298E0,6.811320186E-1,5.960000157E-1,4.832884297E-2
1.846116153E0,7.519720197E-1,5.059852600E-1,8.348254114E-2
1.851160215E0,8.158878684E-1,4.260904193E-1,7.123200595E-2
1.856204278E0,8.947173357E-1,3.605767190E-1,1.370777749E-2
1.861248392E0,9.879279137E-1,3.227598667E-1,-6.352382153E-2
1.866292403E0,1.105639577E0,3.014546037E-1,-1.423533261E-1
1.871336465E0,1.249450088E0,3.089114428E-1,-2.089322954E-1
1.876460215E0,1.398054361E0,3.813493252E-1,-2.472817898E-1
1.881504278E0,1.542930245E0,5.022567511E-1,-2.499449700E-1
1.886548288E0,1.678751230E0,6.268926263E-1,-2.313028276E-1
1.891592403E0,1.827355504E0,7.195705771E-1,-2.110628188E-1
1.896636413E0,1.988210320E0,7.866821289E-1,-1.929533333E-1
1.901680476E0,2.159184933E0,8.399453163E-1,-1.854965091E-1
1.906801673E0,2.314713240E0,8.607179523E-1,-1.860291362E-1
1.911845684E0,2.454795599E0,8.479348421E-1,-1.897575557E-1
1.916889746E0,2.574637651E0,8.282274008E-1,-1.956164986E-1
1.921933861E0,2.700871468E0,8.335537314E-1,-2.068017721E-1
1.926977871E0,2.838290453E0,8.719031811E-1,-2.275744230E-1
1.932021934E0,2.980503082E0,9.368842840E-1,-2.430207431E-1
1.937144746E0,3.121117830E0,1.002398014E0,-2.456838787E-1
1.942188809E0,3.249482155E0,1.037551761E0,-2.424881011E-1
1.947232871E0,3.353877783E0,1.044475913E0,-2.398249358E-1
1.952276934E0,3.442294836E0,1.031160116E0,-2.451512665E-1
1.957320944E0,3.501949549E0,9.699074626E-1,-2.600649297E-1
1.962365059E0,3.528581142E0,8.505979776E-1,-2.968165278E-1
1.967511309E0,3.524852753E0,7.190378904E-1,-3.474165797E-1
1.972555423E0,3.497688293E0,6.183704734E-1,-4.006797075E-1
1.977599486E0,3.461469650E0,5.613788962E-1,-4.523450136E-1
1.982643548E0,3.415130615E0,5.134420991E-1,-4.938902855E-1
1.987687559E0,3.371454716E0,4.814841449E-1,-5.290440321E-1
1.992731621E0,3.334170580E0,4.745599031E-1,-5.546103716E-1
