"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.586547598E1,7.529705048E0,4.821530151E1,-9.640922546E0
5.587547598E1,8.297557831E0,4.882355499E1,-9.164588928E0
5.588547598E1,7.684868813E0,4.762104797E1,-1.009449005E1
5.589547598E1,8.298235893E0,4.707781219E1,-7.596702576E0
5.590547598E1,9.373458862E0,4.928675842E1,-8.833656311E0
5.591547598E1,8.145351410E0,4.662861633E1,-7.904838562E0
5.592547598E1,9.067259789E0,4.882828140E1,-9.609779358E0
5.593547598E1,9.375958443E0,4.708257294E1,-8.343772888E0
5.594547598E1,9.223073006E0,4.663337708E1,-8.651908875E0
5.595547598E1,8.451558113E0,4.795533752E1,-8.222114563E0
5.596547598E1,8.604360580E0,4.883980560E1,-8.383323669E0
5.597547598E1,8.450469017E0,4.912765884E1,-8.700004578E0
5.598547598E1,9.682384491E0,4.724855042E1,-7.409484863E0
5.599547598E1,1.045229721E1,4.797410583E1,-8.946388245E0
5.600547598E1,9.221004486E0,4.839765167E1,-8.981910706E0
5.601547598E1,9.989570618E0,4.798331451E1,-7.874641418E0
5.602547598E1,7.989611626E0,4.752000427E1,-7.299972534E0
5.603547598E1,9.834288597E0,4.828969574E1,-6.953475952E0
5.604547598E1,1.137253952E1,4.889340973E1,-7.541259766E0
5.605547598E1,1.060207748E1,4.831990051E1,-5.696609497E0
5.606547598E1,8.295058250E0,4.827793121E1,-6.217803955E0
5.607547598E1,9.832220078E0,5.005397034E1,-7.283485413E0
5.608547598E1,9.834984779E0,4.828042984E1,-7.572410583E0
5.609547598E1,9.681360245E0,4.624911499E1,-5.231239319E0
5.610547598E1,8.909368515E0,4.916940689E1,-6.367607117E0
5.611547598E1,9.833639145E0,4.714053345E1,-4.928245544E0
5.612547598E1,9.830480576E0,5.007713318E1,-5.736152649E0
5.613547598E1,9.681625366E0,4.667975616E1,-6.010040283E0
5.614547598E1,1.044772911E1,4.919275284E1,-6.329612732E0
5.615547598E1,1.091014385E1,4.716150665E1,-4.592185974E0
5.616547598E1,1.060146427E1,4.789388275E1,-4.608345032E0
5.617547598E1,1.183440495E1,4.701421356E1,-5.496070862E0
5.618547598E1,1.121615887E1,4.950387573E1,-6.004577637E0
5.619547598E1,1.121852016E1,4.802515411E1,-6.296920776E0
5.620547598E1,1.168132877E1,4.758066559E1,-6.899322510E0
5.621547598E1,1.168080711E1,4.758761597E1,-6.435119629E0
5.622547598E1,1.091315556E1,4.683194733E1,-6.909759521E0
5.623547598E1,1.137379360E1,4.685053253E1,-6.124694824E0
5.624547598E1,1.168045902E1,4.759224701E1,-6.125656128E0
5.625547598E1,1.168141174E1,4.714538574E1,-6.429985046E0
5.626547598E1,1.060294724E1,4.830831909E1,-6.470275879E0
5.627547598E1,1.121683693E1,4.775813293E1,-4.436698914E0
5.628547598E1,1.244963932E1,4.760391998E1,-6.106658936E0
5.629547598E1,1.152624798E1,4.773963928E1,-5.976432800E0
5.630547598E1,1.367954159E1,4.719889832E1,-4.833259583E0
5.631547598E1,1.091089439E1,4.686206055E1,-4.898223877E0
5.632547598E1,1.214048481E1,4.718481827E1,-4.252319336E0
5.633547598E1,1.229241562E1,4.808087158E1,-3.639862061E0
5.634547598E1,1.136830044E1,4.837094879E1,-3.047149658E0
5.635547598E1,1.167758465E1,4.719634247E1,-3.025856018E0
5.636547598E1,1.152176189E1,4.852301025E1,-2.890327454E0
5.637547598E1,1.213512897E1,4.797977066E1,-3.925476074E-1
5.638547598E1,1.151805305E1,4.886183548E1,4.618072510E-2
5.639547598E1,1.305730247E1,4.786026764E1,5.603637695E-1
5.640547598E1,1.212982750E1,4.848453903E1,3.780120850E0
5.641547598E1,1.259088707E1,4.719497299E1,5.818450928E0
5.642547598E1,1.259034634E1,4.546543884E1,8.469467163E0
5.643547598E1,1.289703941E1,4.606206131E1,8.624946594E0
5.644547598E1,1.243317795E1,4.565220642E1,1.124915314E1
5.645547598E1,1.566289425E1,4.556771851E1,1.225905609E1
5.646547598E1,1.335489464E1,4.336788940E1,1.532241058E1
5.647547598E1,1.473723984E1,4.298374176E1,1.783747101E1
5.648547598E1,1.504518604E1,4.153748322E1,1.940952301E1
5.649547598E1,1.427748013E1,4.107199860E1,1.862199402E1
5.650547598E1,1.473355103E1,4.230923462E1,2.202382660E1
5.651547598E1,1.412247276E1,3.992745209E1,2.110762024E1
5.652547598E1,1.535307026E1,3.951316833E1,2.176209259E1
5.653547598E1,1.550681400E1,3.908253479E1,2.238996124E1
5.654547598E1,1.504625797E1,3.862867737E1,2.207422638E1
5.655547598E1,1.658239365E1,3.940528107E1,2.318679810E1
5.656547598E1,1.796735001E1,3.898638153E1,2.338085938E1
5.657547598E1,1.488941002E1,3.895590210E1,2.438800049E1
5.658547598E1,1.704369164E1,3.869145203E1,2.428989410E1
5.659547598E1,1.566121006E1,3.705125427E1,2.442925262E1
5.660547598E1,1.566121006E1,3.705125427E1,2.442925262E1
5.661547598E1,1.627432060E1,3.694561386E1,2.661243439E1
5.662547598E1,1.627432060E1,3.694561386E1,2.661243439E1
5.663547598E1,1.827597237E1,3.579438019E1,2.652079010E1
5.664547598E1,1.904306602E1,3.583384705E1,2.839658356E1
5.665547598E1,1.889120102E1,3.551584625E1,2.700360870E1
5.666547598E1,1.889422989E1,3.417295074E1,2.593589020E1
5.667547598E1,1.827783203E1,3.330926895E1,2.794249725E1
5.668547598E1,2.027683258E1,3.335120010E1,2.876555634E1
